customer_id,age,income,purchase_history,customer_spending_score,freq_of_visit,gender,region,customer_type
627,41,98470,16522,94,63,Genderqueer,South,premium
628,58,133430,38114,85,47,Female,South,regular
629,60,63732,2320,1,57,Male,East,regular
630,22,68438,22405,19,49,Female,West,regular
631,57,55862,8546,8,2,Male,West,budget
632,33,110581,45744,99,33,Female,East,regular
633,32,40695,38292,54,14,Male,South,budget
634,41,38465,34670,45,87,Female,South,regular
635,50,67546,23805,86,74,Male,South,regular
636,56,59864,9693,90,12,Male,East,regular
637,25,126812,2595,80,55,Female,West,regular
638,25,48780,9979,37,75,Male,South,budget
639,23,43065,38223,11,82,Male,West,regular
640,42,139160,34608,32,30,Female,South,regular
641,33,74150,44273,91,53,Female,West,regular
642,46,85689,28792,93,84,Female,South,premium
643,34,60532,12728,82,55,Male,North,regular
644,64,58725,27693,35,21,Female,East,regular
645,63,37552,34452,57,56,Male,South,premium
646,70,94080,43864,100,31,Female,East,regular
647,25,68504,30082,82,32,Male,West,premium
648,69,123579,19962,76,1,Female,West,budget
649,51,62734,30609,94,96,Female,South,budget
650,60,70814,37101,82,38,Genderqueer,East,premium
651,22,83246,31446,80,47,Female,East,budget
652,43,28062,16601,86,57,Female,East,premium
653,60,49341,37105,26,38,Male,West,budget
654,18,59621,17054,29,24,Male,North,budget
655,61,124348,21920,89,61,Male,West,budget
656,25,122396,44112,97,75,Female,South,budget
657,61,21914,26761,4,39,Male,North,budget
658,53,127695,12601,25,78,Male,North,budget
659,69,31856,10067,79,92,Male,East,budget
660,70,44955,3298,100,49,Female,East,budget
661,21,84918,8788,3,56,Male,East,budget
662,23,34209,10781,100,48,Bigender,East,premium
663,43,37168,16871,23,73,Male,East,budget
664,48,30670,15833,24,88,Female,East,budget
665,37,79028,7470,42,15,Female,South,budget
666,18,58058,29128,91,53,Female,West,regular
667,63,121406,357,95,84,Female,East,premium
668,20,62789,46482,69,70,Bigender,South,budget
669,28,49038,15359,67,100,Female,North,regular
670,61,127643,48546,100,49,Male,West,regular
671,57,105458,25030,51,66,Female,West,premium
672,66,33876,1696,40,14,Male,East,budget
673,32,86118,12794,23,84,Female,East,regular
674,52,20331,2941,72,11,Female,East,regular
675,49,52423,27384,70,40,Female,East,budget
676,27,25797,30534,86,66,Male,North,regular
677,46,110770,1835,52,91,Male,North,regular
678,49,57711,18804,71,82,Male,West,regular
679,23,62963,48823,15,83,Male,South,regular
680,44,78485,30285,74,79,Female,West,premium
681,20,58798,46590,84,8,Male,South,premium
682,61,135285,31027,33,14,Male,West,budget
683,28,37886,41545,79,29,Male,East,budget
684,29,70047,46814,40,56,Female,East,budget
685,60,72095,1680,66,42,Female,West,premium
686,36,106838,3344,14,65,Female,West,premium
687,45,23157,27196,13,59,Female,North,regular
688,54,72940,25356,2,3,Female,North,regular
689,54,51048,47566,65,19,Male,East,budget
690,25,55820,14940,100,36,Female,East,budget
691,41,83264,9345,91,96,Female,East,regular
692,45,52121,10700,87,36,Female,South,budget
693,36,75160,41314,50,37,Male,North,budget
694,55,72560,37466,40,15,Female,East,budget
695,47,103596,22378,37,70,Female,North,budget
696,68,31941,25476,25,39,Male,North,premium
697,39,94604,17072,2,95,Female,East,regular
698,29,57141,45004,10,42,Male,South,premium
699,54,131571,27581,36,92,Male,West,regular
700,39,62680,28048,45,28,Male,South,premium
701,64,85204,38567,97,93,Non-binary,East,regular
702,27,114844,8003,68,66,Female,South,budget
703,42,41669,44102,35,8,Female,South,regular
704,44,50848,39178,51,21,Female,North,budget
705,50,84553,21903,23,78,Male,South,regular
706,60,56864,11915,38,66,Female,West,budget
707,38,112840,20573,22,53,Female,North,regular
708,28,132734,27670,88,6,Female,East,premium
709,42,76576,44293,5,5,Male,North,premium
710,28,26402,29316,39,65,Male,South,budget
711,20,108905,35618,34,92,Male,East,regular
712,49,78338,33903,57,14,Bigender,South,budget
713,43,25097,4387,48,99,Male,North,budget
714,69,78911,37753,34,95,Female,North,regular
715,49,23731,35962,30,59,Female,West,budget
716,33,107171,14985,81,87,Female,North,premium
717,26,58412,42414,53,35,Female,North,regular
718,55,27903,34333,24,13,Male,North,regular
719,59,132668,2176,87,75,Non-binary,North,premium
720,41,118104,41388,50,66,Female,South,premium
721,19,120881,39730,51,15,Female,East,budget
722,32,83870,41967,42,74,Female,North,premium
723,33,143095,43964,28,64,Male,North,regular
724,33,26628,7090,98,1,Female,West,budget
725,60,38832,5357,62,18,Male,East,premium
726,51,70761,48882,96,100,Male,East,budget
727,58,110556,17295,56,69,Male,West,premium
728,37,54428,48194,13,97,Male,North,premium
729,27,41070,49910,68,35,Male,East,budget
730,64,29308,1258,31,41,Female,West,regular
731,56,147979,44308,3,48,Male,North,premium
732,66,22889,14514,80,67,Female,South,regular
733,46,91891,49584,49,60,Male,East,premium
734,22,44503,22030,38,91,Female,North,regular
735,45,142147,14446,13,16,Female,North,premium
736,34,68305,26010,35,30,Male,West,premium
737,56,35411,10188,43,8,Male,South,premium
738,53,139225,15602,39,36,Non-binary,East,premium
739,52,42479,13237,3,84,Male,East,budget
740,32,119184,3918,28,56,Female,South,premium
741,50,105279,25355,42,93,Male,West,budget
742,21,96727,49732,42,40,Female,East,regular
743,19,29004,10105,85,63,Female,South,regular
744,40,27076,45481,97,44,Male,East,regular
745,43,51600,40560,47,74,Female,South,budget
746,68,135344,38003,76,86,Female,South,budget
747,21,131279,34516,77,3,Male,South,premium
748,38,35454,26881,36,17,Polygender,South,budget
749,61,84982,6012,11,65,Genderqueer,East,regular
750,29,123316,43409,49,100,Male,South,premium
751,25,45954,44590,34,45,Female,East,regular
752,32,143941,13616,55,66,Male,West,budget
753,52,56016,46460,70,100,Female,West,regular
754,44,83096,34180,43,38,Male,South,regular
755,38,24902,47284,26,72,Female,East,budget
756,19,38234,4088,69,14,Female,East,budget
757,28,57570,15092,68,22,Female,East,premium
758,21,144567,11451,1,24,Male,West,budget
759,22,133630,39228,95,37,Female,North,regular
760,70,66672,2966,79,100,Female,East,regular
761,42,94096,12407,4,34,Male,West,regular
762,59,76287,10577,80,11,Male,East,budget
763,69,80985,4470,27,51,Female,East,budget
764,25,129743,26666,37,76,Male,South,budget
765,56,124087,19049,70,43,Female,North,premium
766,32,28872,17428,29,81,Genderqueer,South,budget
767,49,44100,8962,80,81,Female,East,regular
768,56,49145,15586,42,23,Male,North,regular
769,32,120808,24406,72,53,Male,East,budget
770,25,124774,10564,49,17,Female,East,budget
771,62,101056,19362,52,41,Male,North,regular
772,20,28793,44356,11,36,Male,South,premium
773,38,39661,992,80,78,Polygender,North,budget
774,24,32763,1409,93,25,Male,North,premium
775,28,45871,2515,59,34,Female,South,premium
776,39,43379,49212,31,33,Female,East,budget
777,34,61531,27960,91,95,Female,South,regular
778,20,144196,35364,77,82,Male,North,premium
779,20,130747,21012,18,43,Female,South,regular
780,38,108936,40799,63,60,Male,North,premium
781,68,133380,8625,95,16,Male,North,regular
782,43,149210,36959,75,47,Female,North,premium
783,33,104054,16899,20,81,Male,South,budget
784,46,20707,39693,7,66,Female,East,budget
785,32,140612,4652,67,2,Female,West,budget
786,60,91003,8534,5,62,Male,North,regular
787,63,82321,14407,65,7,Female,East,regular
788,43,132567,39553,11,11,Female,West,premium
789,19,56456,34212,73,86,Female,West,premium
790,50,34260,42971,52,94,Male,East,budget
791,57,57711,38506,27,88,Female,West,regular
792,67,93658,30839,24,23,Female,North,premium
793,53,93798,38966,67,59,Female,West,regular
794,34,47417,49079,9,38,Male,West,regular
795,62,55860,32789,9,78,Female,North,premium
796,47,122122,14630,7,16,Female,North,premium
797,21,39984,20884,96,13,Male,East,budget
798,42,44319,49898,56,96,Female,South,premium
799,47,80677,27521,29,60,Male,East,budget
800,58,103201,27720,76,54,Female,North,regular
801,33,143619,18853,92,1,Male,East,budget
802,68,149705,40374,33,50,Genderqueer,East,premium
803,24,53038,6962,50,50,Male,North,regular
804,59,88587,44600,57,61,Female,West,premium
805,19,134133,3830,53,28,Male,East,regular
806,19,138268,46235,95,97,Male,East,premium
807,60,99557,128,75,86,Female,South,regular
808,41,144314,13821,66,17,Agender,West,premium
809,54,120293,2795,74,65,Genderfluid,South,regular
810,21,104532,24971,12,21,Male,East,budget
811,24,67712,6039,2,38,Female,North,budget
812,40,142595,15630,64,58,Male,East,premium
813,63,70624,21968,24,88,Female,North,regular
814,70,119824,47155,34,88,Genderqueer,West,budget
815,20,62837,6009,82,20,Male,West,budget
816,19,24013,1730,25,23,Female,East,regular
817,38,94202,48194,66,57,Male,West,regular
818,39,104329,25289,62,18,Female,East,regular
819,44,62135,5950,94,71,Male,North,regular
820,21,65965,9171,84,75,Male,North,budget
821,44,40392,6959,76,9,Male,West,regular
822,65,131471,36580,8,66,Female,North,budget
823,34,72592,12635,16,84,Male,South,premium
824,39,84706,36790,96,72,Bigender,West,premium
825,68,98646,8624,26,18,Bigender,North,regular
826,32,118454,39763,85,41,Female,North,premium
827,18,123921,12906,53,74,Female,East,regular
828,44,20316,42672,4,23,Female,North,regular
829,41,63755,35134,64,19,Bigender,East,premium
830,49,47132,44342,72,91,Genderqueer,South,budget
831,34,49118,31518,95,47,Male,West,regular
832,30,141829,8489,68,65,Female,North,budget
833,26,121220,9555,33,15,Male,North,budget
834,45,109195,47448,30,64,Female,North,premium
835,41,41846,35178,12,24,Male,North,budget
836,42,107911,41286,18,94,Male,West,budget
837,47,52180,1065,95,39,Non-binary,North,premium
838,23,138638,46872,93,93,Male,North,regular
839,68,117886,4620,6,20,Male,South,premium
840,46,129070,46190,51,53,Male,West,budget
841,24,68531,7591,52,9,Female,South,budget
842,66,106421,20704,77,70,Genderfluid,East,regular
843,28,93812,11908,14,45,Male,South,budget
844,21,113766,8461,58,46,Female,South,budget
845,52,20954,6479,65,21,Female,East,premium
846,53,79132,13757,94,26,Male,East,premium
847,41,137852,47414,92,40,Female,North,premium
848,63,36197,24352,7,42,Female,West,regular
849,35,58841,7325,85,31,Male,North,premium
850,36,73078,124,44,68,Female,South,premium
851,41,31181,45862,23,6,Female,North,premium
852,47,98976,49418,23,44,Female,South,regular
853,31,61885,28350,89,95,Male,East,budget
854,69,73192,6552,47,4,Male,West,regular
855,43,51313,6863,48,25,Female,North,premium
856,25,21214,32962,79,49,Male,East,regular
857,48,102334,3671,83,8,Female,North,regular
858,28,126789,6327,97,61,Male,South,budget
859,41,55921,46730,24,66,Male,West,budget
860,40,23878,49033,46,76,Male,South,premium
861,40,63389,27785,31,90,Male,West,budget
862,22,42716,20829,80,10,Male,South,premium
863,67,88148,46437,81,75,Male,West,budget
864,68,40748,12897,68,46,Male,North,premium
865,29,33194,10405,35,14,Female,South,regular
866,31,138931,41201,23,39,Male,East,premium
867,56,108948,1648,100,82,Male,West,budget
868,42,130332,27452,6,12,Polygender,North,premium
869,57,145316,995,11,88,Agender,South,regular
870,28,95031,18263,89,40,Male,West,budget
871,40,92225,3770,24,76,Female,North,regular
872,62,125542,41267,16,7,Male,South,budget
873,58,34119,10876,20,71,Male,East,regular
874,37,123307,192,50,18,Female,South,regular
875,45,61375,653,73,18,Male,West,premium
876,38,52481,34568,76,6,Female,East,premium
877,39,129877,19323,43,46,Male,West,premium
878,30,113743,14974,98,67,Female,West,regular
879,43,73118,13007,94,35,Female,South,regular
880,48,67296,33856,5,68,Agender,West,budget
881,61,107731,38492,4,53,Male,East,premium
882,51,75141,40138,60,33,Male,North,budget
883,38,89409,28643,42,29,Male,East,premium
884,61,83438,27924,78,99,Agender,West,budget
885,26,82203,49463,25,76,Male,East,regular
886,33,122728,23947,32,77,Male,South,regular
887,48,77516,47211,97,42,Agender,West,budget
888,20,24694,46905,42,20,Female,North,regular
889,42,50090,42897,22,68,Male,South,premium
890,40,65373,30442,82,71,Female,South,regular
891,58,35608,39416,13,4,Male,West,regular
892,28,40696,26949,100,47,Female,North,premium
893,42,145556,23975,44,4,Male,South,regular
894,19,97704,27394,56,36,Agender,North,regular
895,18,131737,27607,6,34,Male,East,premium
896,68,97233,39592,97,17,Female,North,regular
897,50,42388,17894,31,11,Female,East,budget
898,65,56505,20422,80,55,Female,South,premium
899,26,143265,19524,21,9,Male,West,premium
900,27,37940,49630,4,20,Female,West,premium
901,36,59261,31368,28,80,Female,East,regular
902,51,75544,35032,99,27,Male,North,regular
903,55,30666,49319,35,60,Female,West,budget
904,34,38140,4623,63,21,Male,North,premium
905,43,52431,37745,63,5,Male,South,premium
906,21,21844,34645,7,84,Male,East,premium
907,19,51548,38381,24,42,Male,South,premium
908,59,47267,20881,93,67,Male,North,premium
909,50,93571,35190,96,39,Female,East,regular
910,61,119549,6145,28,76,Male,East,budget
911,56,84391,20510,75,21,Female,South,budget
912,67,100195,21999,95,31,Male,North,regular
913,40,47621,48524,86,4,Bigender,East,regular
914,61,28842,9533,77,50,Male,North,premium
915,62,123111,28419,27,95,Male,South,premium
916,52,64219,28724,22,78,Male,North,premium
917,65,88370,22593,13,55,Female,South,budget
918,44,109564,19575,63,92,Male,South,budget
919,52,30383,40368,30,23,Non-binary,East,budget
920,44,143964,49544,87,79,Female,West,premium
921,20,45961,25310,84,38,Female,North,regular
922,55,121452,29200,76,23,Male,South,regular
923,53,49636,13198,8,66,Female,North,budget
924,25,55021,46501,53,8,Male,West,budget
925,23,75536,2910,18,30,Female,North,budget
926,49,63857,17347,44,96,Male,North,budget
927,58,137416,27745,49,1,Female,West,premium
928,64,111643,45997,91,2,Female,South,premium
929,58,147955,17158,18,62,Male,East,budget
930,61,118653,34058,55,82,Female,South,budget
931,63,23636,36389,32,89,Male,North,budget
932,26,51606,8352,89,32,Male,West,budget
933,18,142350,32931,87,82,Male,South,regular
934,39,70127,24699,48,9,Bigender,South,regular
935,38,102544,20419,6,32,Female,East,regular
936,44,99584,23126,48,46,Male,North,regular
937,64,103100,20228,51,64,Female,East,premium
938,65,147207,24375,74,64,Male,East,budget
939,26,126172,15674,57,67,Male,South,premium
940,26,127507,14294,91,52,Female,East,regular
941,33,145755,48743,23,5,Female,South,premium
942,65,139151,5439,91,78,Non-binary,West,premium
943,27,51931,12395,36,23,Female,North,budget
944,26,149032,32557,22,61,Male,West,budget
945,34,54543,7023,4,51,Male,West,budget
946,51,143719,1854,31,18,Male,West,regular
947,54,35618,27273,7,74,Female,South,budget
948,64,43499,9599,23,6,Male,East,regular
949,19,24833,2676,11,57,Female,South,regular
950,47,123056,31854,93,6,Male,West,premium
951,41,85505,13327,22,28,Female,South,budget
952,26,124513,11163,44,28,Male,West,premium
953,31,91834,17148,80,93,Male,East,budget
954,46,71766,18277,55,87,Female,West,regular
955,59,83517,17527,30,18,Male,North,regular
956,63,22065,38834,4,66,Male,South,budget
957,50,115902,35570,26,61,Female,West,budget
958,46,107064,46350,58,43,Genderfluid,West,regular
959,51,69627,25133,91,37,Female,South,premium
960,66,127994,38373,64,2,Male,South,budget
961,48,24956,11224,70,43,Female,West,budget
962,24,105537,27802,59,74,Male,East,regular
963,69,94958,27255,60,16,Female,South,budget
964,70,47781,35581,22,14,Female,South,budget
965,29,133029,13261,21,67,Genderqueer,West,budget
966,69,49426,43006,14,74,Genderfluid,South,budget
967,41,55586,9707,13,6,Genderqueer,South,premium
968,41,147000,6036,2,55,Male,South,regular
969,27,108335,31607,18,90,Female,North,regular
970,64,109633,18767,22,79,Female,South,budget
971,56,130040,25803,90,44,Female,North,regular
972,63,61745,31166,34,82,Female,North,budget
973,49,40416,10777,9,93,Male,South,premium
974,55,31038,23320,57,97,Bigender,West,regular
975,42,113708,38987,44,100,Male,North,premium
976,42,120152,38180,29,95,Female,West,premium
977,39,41155,15158,29,73,Male,East,budget
978,47,118852,2791,60,90,Female,East,budget
979,60,62215,35973,42,23,Female,West,budget
980,21,101493,12857,49,39,Female,East,regular
981,44,144244,5493,14,42,Male,North,premium
982,30,78007,29133,34,50,Female,West,premium
983,52,106045,20040,82,19,Genderqueer,South,budget
984,51,133549,31128,77,87,Female,East,premium
985,59,95411,14767,12,73,Bigender,East,budget
986,63,26492,10325,6,64,Female,West,budget
987,35,132495,30650,67,63,Genderfluid,East,premium
988,50,39814,24844,11,5,Male,West,budget
989,37,47413,44708,13,89,Male,North,budget
990,33,107116,32507,88,40,Female,East,premium
991,29,127094,18646,99,22,Agender,East,regular
992,21,24185,23783,77,26,Genderqueer,East,premium
993,63,126089,7948,18,31,Female,West,premium
994,56,49561,39215,90,5,Non-binary,West,budget
995,61,139349,31441,37,10,Male,North,regular
996,30,38052,15253,32,76,Male,North,budget
997,50,48212,1312,23,75,Male,South,budget
998,37,121321,41695,13,50,Male,East,premium
999,40,138343,3557,32,61,Female,South,regular
1000,62,140765,30766,58,4,Male,East,budget
